contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,2.310189833,0.967765299,Inf,1,1.998821989,0.045627618,2.310189833,0.04713039,0.02040109,tumor16SProximity_v3,SKP1,287,0.040916272,6330,6,0.015337423,326,0.584866842,1.208011406,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.466932616,0.563371754,Inf,1,0.997724497,0.318412971,1.466932616,0.035561273,0.024241927,tumor16SProximity_v3,SKP2,217,0.033017378,6330,7,0.021472393,326,0.847000425,0.552802602,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.425107004,0.583083384,Inf,1,0.86581054,0.386594068,1.425107004,0.034057791,0.02389841,tumor16SProximity_v3,SLA,198,0.028751975,6330,7,0.021472393,326,0.871980824,0.511070248,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.663443605,2.688768194,Inf,1,0.970393169,0.331850552,2.663443605,0.008766168,0.003291291,tumor16SProximity_v3,SLAMF1,54,0.008530806,6330,1,0.003067485,326,0.849883326,1.413292734,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.246945579,0.527171925,Inf,1,0.522025483,0.601652588,1.246945579,0.029633643,0.023764985,tumor16SProximity_v3,SLAMF6,172,0.02385466,6330,7,0.021472393,326,0.928659031,0.318398503,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.497188609,0.772846307,Inf,1,0.781848837,0.434303416,1.497188609,0.020651872,0.013793768,tumor16SProximity_v3,SLAMF7,124,0.019115324,6330,4,0.012269939,326,0.883615931,0.582255977,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.696541634,0.21042206,Inf,1,-1.197064402,0.231281454,0.696541634,0.032036837,0.045994146,tumor16SProximity_v3,SLC10A6,190,0.028278041,6330,13,0.036809816,326,0.808538612,-0.521718505,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.872371813,0.538119528,Inf,1,2.182345612,0.029084035,1.872371813,0.127481111,0.068085361,tumor16SProximity_v3,SLC11A1,707,0.076619273,6330,20,0.049079755,326,0.561867203,0.904866952,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.524893727,0.221439148,Inf,1,-1.527847363,0.12655044,0.524893727,0.012517873,0.023848395,tumor16SProximity_v3,SLC11A2,75,0.011058452,6330,7,0.021472393,326,0.711771628,-0.929902739,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.709919003,0.143365205,Inf,1,-1.696516049,0.089788193,0.709919003,0.079404619,0.111850251,tumor16SProximity_v3,SLC12A2,476,0.06492891,6330,31,0.085889571,326,0.66290762,-0.494273664,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.932913352,2.111322457,Inf,1,1.494704776,0.134991507,2.932913352,0.020402961,0.006956551,tumor16SProximity_v3,SLC12A3,122,0.01864139,6330,2,0.006134969,326,0.722062021,1.55233445,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.448800161,0.879881352,Inf,1,0.610448211,0.54156494,1.448800161,0.015480104,0.010684775,tumor16SProximity_v3,SLC13A3,90,0.013270142,6330,3,0.009202454,326,0.91197389,0.534858611,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.925075837,0.241725512,Inf,1,-0.298042593,0.765670655,0.925075837,0.055170006,0.05963836,tumor16SProximity_v3,SLC15A4,331,0.047235387,6330,17,0.04601227,326,0.967179402,-0.112356454,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.359590794,0.633399552,Inf,1,0.659369305,0.509658648,1.359590794,0.023191106,0.017057416,tumor16SProximity_v3,SLC16A1,139,0.020853081,6330,5,0.015337423,326,0.905218998,0.443172498,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.170005985,0.366778419,Inf,1,0.500850928,0.61647604,1.170005985,0.044387252,0.037937628,tumor16SProximity_v3,SLC17A5,271,0.039178515,6330,11,0.033742331,326,0.932394471,0.22651591,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.102142912,0.579802375,Inf,1,0.184874091,0.853327793,1.102142912,0.015337188,0.013915789,tumor16SProximity_v3,SLC17A7,92,0.014060032,6330,4,0.012269939,326,0.984818003,0.140311307,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.376121732,0.169692039,Inf,1,-2.167383872,0.030205596,0.376121732,0.008065975,0.021445119,tumor16SProximity_v3,SLC18A2,48,0.007424961,6330,6,0.018404908,326,0.564058564,-1.410728428,P < 0.05
Within30micronTumor / Within30um16StumorHigh,2.295230661,2.31898344,Inf,1,0.822323322,0.410892906,2.295230661,0.007994832,0.003483237,tumor16SProximity_v3,SLC18A3,49,0.007740916,6330,1,0.003067485,326,0.880926035,1.198639146,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.206599806,0.439592325,Inf,1,0.515493706,0.606208067,1.206599806,0.032731885,0.027127375,tumor16SProximity_v3,SLC1A1,199,0.030015798,6330,8,0.024539877,326,0.929334328,0.270947255,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.375891243,0.202128493,Inf,1,-1.819599107,0.068820078,0.375891243,0.005216576,0.013877887,tumor16SProximity_v3,SLC1A2,32,0.005055292,6330,4,0.009202454,326,0.632226635,-1.411612791,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.559214135,0.161548543,Inf,1,-2.011952596,0.044224934,0.559214135,0.03953252,0.070692992,tumor16SProximity_v3,SLC1A3,233,0.031279621,6330,19,0.039877301,326,0.580556542,-0.838527266,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.628725146,0.129513895,Inf,1,-2.252784337,0.02427275,0.628725146,0.059267309,0.094265847,tumor16SProximity_v3,SLC1A5,362,0.051816746,6330,28,0.076687117,326,0.541711705,-0.66949863,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.704365797,0.127288951,Inf,1,-1.939290456,0.05246598,0.704365797,0.102666415,0.145757241,tumor16SProximity_v3,SLC22A3,614,0.079778831,6330,43,0.110429448,326,0.614289187,-0.50560324,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.15483302,0.352063724,Inf,1,0.472201071,0.636783275,1.15483302,0.049541167,0.042898987,tumor16SProximity_v3,SLC23A2,292,0.041706161,6330,13,0.036809816,326,0.937781989,0.207684264,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.870358299,0.52497122,Inf,1,-0.230202187,0.817934663,0.870358299,0.009474426,0.010885661,tumor16SProximity_v3,SLC24A3,56,0.008530806,6330,3,0.009202454,326,0.978606194,-0.200318659,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.293924289,0.230296376,Inf,1,1.447777896,0.147679177,1.293924289,0.170690548,0.131916952,tumor16SProximity_v3,SLC25A1,1090,0.124170616,6330,37,0.095092025,326,0.731155331,0.371753204,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.610389396,0.078364124,Inf,1,-3.845174254,0.000120467,0.610389396,0.171638253,0.281194684,tumor16SProximity_v3,SLC25A10,1084,0.127962085,6330,84,0.17791411,326,0.019598046,-0.712198196,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.877752576,0.228670374,Inf,1,-0.500504812,0.616719668,0.877752576,0.051420967,0.058582531,tumor16SProximity_v3,SLC25A11,315,0.045181675,6330,17,0.04601227,326,0.932394471,-0.188113769,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.139032107,0.361064091,Inf,1,0.41066924,0.681315085,1.139032107,0.042876446,0.037642877,tumor16SProximity_v3,SLC25A12,262,0.036966825,6330,11,0.030674847,326,0.948958282,0.187808414,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.190732069,0.36233007,Inf,1,0.573687069,0.56617958,1.190732069,0.052828772,0.044366632,tumor16SProximity_v3,SLC25A17,315,0.044075829,6330,13,0.036809816,326,0.917648038,0.251848824,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.177601351,0.694722349,Inf,1,0.277109002,0.78169641,1.177601351,0.012283361,0.010430831,tumor16SProximity_v3,SLC25A20,75,0.011690363,6330,3,0.009202454,326,0.972805027,0.235851232,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.679683768,0.236121604,Inf,1,-1.111481045,0.266361344,0.679683768,0.022109679,0.032529362,tumor16SProximity_v3,SLC25A24,138,0.020853081,6330,9,0.027607362,326,0.822089781,-0.557064426,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.78710876,0.362505491,Inf,1,-0.519785384,0.603213167,0.78710876,0.013609445,0.017290424,tumor16SProximity_v3,SLC25A27,83,0.012954186,6330,5,0.015337423,326,0.928791745,-0.345365098,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.806707019,0.164078847,Inf,1,-1.056055772,0.290942735,0.806707019,0.083768889,0.103840535,tumor16SProximity_v3,SLC25A37,508,0.067298578,6330,31,0.082822086,326,0.828455666,-0.309883287,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.135064797,0.348060913,Inf,1,0.413149128,0.679497357,1.135064797,0.047834951,0.042142925,tumor16SProximity_v3,SLC25A4,290,0.041390205,6330,12,0.036809816,326,0.94865688,0.182774658,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.285182538,0.214635178,Inf,1,1.50233191,0.133011411,1.285182538,0.173183877,0.134754303,tumor16SProximity_v3,SLC25A6,1071,0.132227488,6330,39,0.107361963,326,0.720663055,0.361973284,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.899752756,1.116486894,Inf,1,1.091921874,0.274867442,1.899752756,0.019756518,0.010399521,tumor16SProximity_v3,SLC26A2,119,0.018325434,6330,3,0.009202454,326,0.82667922,0.925811671,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.737784841,0.915162034,Inf,1,1.049343581,0.294020015,1.737784841,0.022993385,0.013231434,tumor16SProximity_v3,SLC27A1,138,0.020537125,6330,4,0.012269939,326,0.828455666,0.79724947,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.085915503,0.343729448,Inf,1,0.260393347,0.794560374,1.085915503,0.04514752,0.041575537,tumor16SProximity_v3,SLC27A3,264,0.037756714,6330,12,0.036809816,326,0.974772008,0.118911848,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.88113128,0.172974752,Inf,1,-0.64463729,0.519162263,0.88113128,0.091468968,0.103808559,tumor16SProximity_v3,SLC27A4,559,0.075829384,6330,30,0.088957055,326,0.905218998,-0.182571112,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.3519273,0.537439399,Inf,1,0.758500896,0.448151177,1.3519273,0.032953331,0.024375076,tumor16SProximity_v3,SLC27A5,198,0.029541864,6330,7,0.021472393,326,0.883615931,0.435017572,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.096302804,0.203974665,Inf,1,0.494168438,0.621187228,1.096302804,0.135696368,0.123776357,tumor16SProximity_v3,SLC2A1,882,0.110742496,6330,36,0.082822086,326,0.933499587,0.132646332,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.063807014,0.628265903,Inf,1,0.104733864,0.91658699,1.063807014,0.011003941,0.010343926,tumor16SProximity_v3,SLC2A12,67,0.010584518,6330,3,0.009202454,326,0.994967651,0.089236454,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.506735846,0.128370759,Inf,1,-2.683333114,0.007289235,0.506735846,0.032755259,0.064639712,tumor16SProximity_v3,SLC2A13,197,0.029383886,6330,19,0.055214724,326,0.318598987,-0.980694206,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.670182429,0.790982748,Inf,1,1.08307223,0.278776364,1.670182429,0.02896671,0.017343441,tumor16SProximity_v3,SLC2A2,169,0.025276461,6330,5,0.015337423,326,0.826969217,0.740005692,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.583482425,0.515204237,Inf,1,1.412663977,0.157754548,1.583482425,0.068518085,0.043270505,tumor16SProximity_v3,SLC2A3,377,0.0507109,6330,13,0.036809816,326,0.743837752,0.663100855,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.945515209,0.603874878,Inf,1,-0.087721447,0.930098073,0.945515209,0.009183295,0.009712477,tumor16SProximity_v3,SLC2A4,55,0.008056872,6330,3,0.009202454,326,0.996850591,-0.08082743,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.384840351,0.65641254,Inf,1,0.686889766,0.492152197,1.384840351,0.023768097,0.017163059,tumor16SProximity_v3,SLC2A5,140,0.020853081,6330,5,0.015337423,326,0.901473333,0.469719667,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.735336039,0.140325957,Inf,1,-1.610982489,0.107183539,0.735336039,0.083254294,0.113219385,tumor16SProximity_v3,SLC2A6,515,0.069352291,6330,33,0.082822086,326,0.694303073,-0.443524402,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.259987321,0.543396889,Inf,1,0.535860923,0.592054673,1.259987321,0.026824502,0.021289502,tumor16SProximity_v3,SLC2A9,160,0.022590837,6330,6,0.018404908,326,0.9263506,0.333409216,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.741772179,0.899686973,Inf,1,1.074278934,0.282697684,1.741772179,0.023979651,0.013767387,tumor16SProximity_v3,SLC35E3,145,0.021958926,6330,4,0.012269939,326,0.827088065,0.800555934,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.003562921,0.1986411,Inf,1,0.01796839,0.985664071,1.003562921,0.103354569,0.102987632,tumor16SProximity_v3,SLC38A1,644,0.083886256,6330,30,0.076687117,326,0.999992957,0.005131073,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.460468204,0.459596982,Inf,1,1.203582013,0.228751175,1.460468204,0.055165925,0.037772767,tumor16SProximity_v3,SLC38A2,340,0.047393365,6330,11,0.033742331,326,0.808538612,0.54643095,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.861786499,0.339743866,Inf,1,-0.377310054,0.705943202,0.861786499,0.022169506,0.025725056,tumor16SProximity_v3,SLC38A9,133,0.019747235,6330,8,0.018404908,326,0.95634745,-0.214597597,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.759128093,0.899940054,Inf,1,1.104059885,0.269567161,1.759128093,0.023639245,0.013438046,tumor16SProximity_v3,SLC39A10,143,0.021484992,6330,4,0.012269939,326,0.824166267,0.814860538,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.009290988,0.205875717,Inf,1,0.045338111,0.96383781,1.009290988,0.092361011,0.091510785,tumor16SProximity_v3,SLC39A11,567,0.078199052,6330,27,0.076687117,326,0.999992957,0.013342177,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.773611539,0.168101671,Inf,1,-1.18127798,0.237492312,0.773611539,0.063782832,0.08244814,tumor16SProximity_v3,SLC39A6,395,0.055292259,6330,25,0.061349693,326,0.80881502,-0.370318781,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.496703078,0.156296276,Inf,1,-2.223817332,0.026160737,0.496703078,0.021076607,0.04243301,tumor16SProximity_v3,SLC39A8,126,0.019273302,6330,12,0.036809816,326,0.55079717,-1.009544408,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.871398426,0.120786645,Inf,1,-0.993099828,0.320661308,0.871398426,0.203730694,0.233797409,tumor16SProximity_v3,SLC3A2,1274,0.145181675,6330,68,0.174846626,326,0.847419265,-0.198595587,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.00446019,0.314458979,Inf,1,0.014215278,0.988658231,1.00446019,0.040695996,0.04051529,tumor16SProximity_v3,SLC40A1,248,0.035545024,6330,12,0.033742331,326,0.999992957,0.006420386,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.663300978,0.215735331,Inf,1,-1.262206704,0.206874417,0.663300978,0.02598132,0.03916973,tumor16SProximity_v3,SLC44A1,159,0.022432859,6330,12,0.030674847,326,0.792868969,-0.592264442,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.909953401,0.187831341,Inf,1,-0.457138412,0.647571563,0.909953401,0.081555638,0.089626169,tumor16SProximity_v3,SLC44A2,501,0.069826224,6330,26,0.076687117,326,0.940777021,-0.136135428,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.870916095,1.468528292,Inf,1,2.061763218,0.039230285,2.870916095,0.040285635,0.014032327,tumor16SProximity_v3,SLC44A5,242,0.03507109,6330,4,0.012269939,326,0.574739096,1.521511167,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.843914954,1.343149342,Inf,1,0.840021981,0.400896062,1.843914954,0.012755758,0.006917758,tumor16SProximity_v3,SLC4A10,79,0.012006319,6330,2,0.006134969,326,0.874502278,0.882772116,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.687196968,0.28026621,Inf,1,-0.919808233,0.35767298,0.687196968,0.016209651,0.023588071,tumor16SProximity_v3,SLC4A4,98,0.014849921,6330,7,0.015337423,326,0.854871761,-0.541204424,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.57987888,0.218164605,Inf,1,-1.448433362,0.14749589,0.57987888,0.016023342,0.027632222,tumor16SProximity_v3,SLC4A8,97,0.014849921,6330,8,0.024539877,326,0.731155331,-0.786176501,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.055742051,2.213375062,Inf,1,1.542139225,0.123039765,3.055742051,0.021386753,0.006998874,tumor16SProximity_v3,SLC5A11,126,0.01864139,6330,2,0.006134969,326,0.710155576,1.611522764,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.622869265,0.845348277,Inf,1,0.929541582,0.352608486,1.622869265,0.022485363,0.013855314,tumor16SProximity_v3,SLC5A7,131,0.020379147,6330,4,0.012269939,326,0.850835303,0.698546784,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.962418245,0.452660872,Inf,1,-0.081444071,0.935088802,0.962418245,0.021245707,0.022075337,tumor16SProximity_v3,SLC6A1,116,0.0164297,6330,7,0.021472393,326,0.997133334,-0.055264102,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.518642399,0.172535691,Inf,1,-1.973561632,0.04843161,0.518642399,0.020535342,0.039594414,tumor16SProximity_v3,SLC6A11,124,0.018483412,6330,11,0.033742331,326,0.605377941,-0.947187944,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.832802391,0.282444717,Inf,1,-0.53946345,0.58956711,0.832802391,0.036801399,0.044189834,tumor16SProximity_v3,SLC6A15,205,0.028436019,6330,12,0.033742331,326,0.9263506,-0.263953884,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.246283599,0.496140842,Inf,1,0.553047146,0.580231127,1.246283599,0.030119325,0.024167312,tumor16SProximity_v3,SLC6A3,177,0.026540284,6330,7,0.021472393,326,0.925677118,0.317632399,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.867584455,0.184829306,Inf,1,-0.666743797,0.504935798,0.867584455,0.087791338,0.101190539,tumor16SProximity_v3,SLC7A11,534,0.069668246,6330,29,0.076687117,326,0.903215597,-0.204923891,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.397233163,0.424909378,Inf,1,1.099919397,0.271367243,1.397233163,0.058871208,0.042134133,tumor16SProximity_v3,SLC7A2,352,0.049921011,6330,12,0.036809816,326,0.824530765,0.48257279,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.887767082,0.197487106,Inf,1,-0.535148865,0.592546923,0.887767082,0.068487123,0.077145374,tumor16SProximity_v3,SLC7A5,417,0.061295419,6330,22,0.067484663,326,0.9263506,-0.17174688,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.902565088,0.420465532,Inf,1,-0.220056048,0.825827504,0.902565088,0.015330864,0.016985882,tumor16SProximity_v3,SLC8A1,93,0.014218009,6330,5,0.015337423,326,0.979035291,-0.14789712,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.981896528,0.148028313,Inf,1,-0.121183613,0.903545603,0.981896528,0.176705415,0.179963376,tumor16SProximity_v3,SLC9A3R1,1171,0.130489731,6330,53,0.141104294,326,0.993571467,-0.026357093,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.822548694,0.246737771,Inf,1,-0.65122948,0.514898363,0.822548694,0.03742328,0.045496735,tumor16SProximity_v3,SLC9A9,223,0.033175355,6330,13,0.039877301,326,0.905218998,-0.281827008,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.533126855,0.729641673,Inf,1,0.897864606,0.369257736,1.533126855,0.026212531,0.017097431,tumor16SProximity_v3,SLCO1A2,152,0.023222749,6330,5,0.015337423,326,0.86076596,0.616477074,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.884292491,0.291213721,Inf,1,-0.373399806,0.708850904,0.884292491,0.047423927,0.053629232,tumor16SProximity_v3,SLCO2B1,276,0.035229068,6330,14,0.030674847,326,0.95634745,-0.177404456,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.500129981,0.801434634,Inf,1,0.759114126,0.447784289,1.500129981,0.020979034,0.013984811,tumor16SProximity_v3,SLCO3A1,120,0.017693523,6330,4,0.012269939,326,0.883615931,0.585087511,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.658564961,0.281173196,Inf,1,-0.978320101,0.327916031,0.658564961,0.016664261,0.025303898,tumor16SProximity_v3,SLFN11,96,0.014218009,6330,7,0.018404908,326,0.849212422,-0.602602339,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.926889982,3.962265902,Inf,1,1.355635335,0.175215223,3.926889982,0.013752744,0.003502197,tumor16SProximity_v3,SLIT1,82,0.012638231,6330,1,0.003067485,326,0.763003954,1.973387179,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.031146612,2.186970011,Inf,1,1.536995313,0.124294457,3.031146612,0.021272154,0.007017857,tumor16SProximity_v3,SLIT2,128,0.019273302,6330,2,0.006134969,326,0.710155576,1.599863635,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.965600606,0.514636801,Inf,1,-0.065679002,0.94763339,0.965600606,0.012690482,0.013142579,tumor16SProximity_v3,SLIT3,77,0.012006319,6330,4,0.012269939,326,0.999992957,-0.050501513,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.844950361,0.224997568,Inf,1,-0.632695897,0.52693225,0.844950361,0.049356862,0.05841392,tumor16SProximity_v3,SLMAP,299,0.042180095,6330,17,0.049079755,326,0.906172305,-0.243061506,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.156534738,0.216964073,Inf,1,0.775210425,0.438215329,1.156534738,0.125098632,0.108166775,tumor16SProximity_v3,SLPI,800,0.10300158,6330,32,0.088957055,326,0.883615931,0.2098086,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.007781231,2.853759834,Inf,1,1.949622126,0.051221174,4.007781231,0.027356775,0.006825915,tumor16SProximity_v3,SLU7,165,0.025434439,6330,2,0.006134969,326,0.610698135,2.00280376,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.228644373,0.247389795,Inf,1,1.022644911,0.306475767,1.228644373,0.117948777,0.095999118,tumor16SProximity_v3,SMAD2,739,0.093522907,6330,28,0.076687117,326,0.833905454,0.297067393,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.705329536,0.117586671,Inf,1,-2.093975432,0.036262169,0.705329536,0.130294656,0.184728767,tumor16SProximity_v3,SMAD3,805,0.09778831,6330,51,0.119631902,326,0.574739096,-0.50363064,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.820266588,0.190766546,Inf,1,-0.851910599,0.394263714,0.820266588,0.057317169,0.069876269,tumor16SProximity_v3,SMAD4,352,0.0492891,6330,21,0.061349693,326,0.872149824,-0.28583523,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.653634605,0.178548418,Inf,1,-1.556607873,0.119563613,0.653634605,0.033662824,0.051500982,tumor16SProximity_v3,SMAD5,206,0.030015798,6330,15,0.042944785,326,0.708861296,-0.613443731,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.223913589,0.564592083,Inf,1,0.438008492,0.661380128,1.223913589,0.021240302,0.017354413,tumor16SProximity_v3,SMAD7,129,0.019747235,6330,5,0.015337423,326,0.946228176,0.291501704,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.594335394,4.637317417,Inf,1,1.510690932,0.130867214,4.594335394,0.015684993,0.003413985,tumor16SProximity_v3,SMAD9,94,0.014218009,6330,1,0.003067485,326,0.717864955,2.19985618,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.947106054,0.225944737,Inf,1,-0.22779784,0.819803406,0.947106054,0.065691525,0.069360263,tumor16SProximity_v3,SMAP1,402,0.056082148,6330,20,0.052147239,326,0.978606194,-0.078402111,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.219267498,0.568273001,Inf,1,0.425359126,0.670574898,1.219267498,0.020970531,0.017199287,tumor16SProximity_v3,SMAP2,127,0.018957346,6330,5,0.015337423,326,0.947293939,0.286014677,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.959851662,0.444777475,Inf,1,-0.088429357,0.929535429,0.959851662,0.016574824,0.01726811,tumor16SProximity_v3,SMARCA2,101,0.015955766,6330,5,0.015337423,326,0.996850591,-0.05911663,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.215859562,0.22844001,Inf,1,1.04027886,0.298210363,1.215859562,0.131126081,0.107846404,tumor16SProximity_v3,SMARCA4,818,0.10521327,6330,31,0.085889571,326,0.830682167,0.281976599,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.441079182,1.108018374,Inf,1,1.966138212,0.049282647,2.441079182,0.042689928,0.017488137,tumor16SProximity_v3,SMARCA5,259,0.038546603,6330,5,0.015337423,326,0.607027721,1.287519093,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.328736461,0.799910241,Inf,1,0.472133873,0.636831236,1.328736461,0.013520336,0.010175333,tumor16SProximity_v3,SMARCAD1,82,0.012480253,6330,3,0.009202454,326,0.937781989,0.410054992,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.042349704,0.238106088,Inf,1,0.181574756,0.855916462,1.042349704,0.07826513,0.075085291,tumor16SProximity_v3,SMARCB1,486,0.063823065,6330,22,0.064417178,326,0.985701742,0.059839377,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.005513737,0.192389732,Inf,1,0.02873807,0.977073493,1.005513737,0.109816688,0.109214508,tumor16SProximity_v3,SMARCC1,666,0.091311216,6330,32,0.088957055,326,0.999992957,0.007932791,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.681075456,0.147756823,Inf,1,-1.770401793,0.076660231,0.681075456,0.059049847,0.086700888,tumor16SProximity_v3,SMARCC2,362,0.051974724,6330,26,0.064417178,326,0.647975163,-0.554113451,NS or |log2FC| < 1
