Gene,B cell-like,Endothelial,Ly-like,Myeloid,Pericyte/vSMC,T11,T16,T9,T17,T18,T10,T1,T13,T3,T14,T15,T2,T4,T12,T5,T6,T7,T8
ACVR1B,0.920988564,0.420499322,0.660498543,0.980295213,0.717516337,0.354542376,0.716217712,0.611556322,0.812264053,0.762978695,0.630707099,0.270087687,0.811968462,0.894983289,0.729566176,0.419325645,0.554530941,1,0.652232191,0.454781908,0.718684525,0.702414488,0.887888713
ACVR1C,0.354790354,0.183333885,0.209089873,0.393815891,0.37390884,0.773779615,0.347327879,0.454818639,0.638527537,0.2268531,0.224072807,1,0.750204428,0.579928561,0.570202526,0.56192367,0.431323897,0.521345125,0.574412439,0.572759084,0.565894482,0.417563136,0.476610393
ACVR2A,0.305253895,0.57326082,0.926594162,0.670955228,0.548536422,0.430731553,0.769460003,0.913484429,0.858408653,0.88726764,0.700086421,0.821221304,0.73605397,0.892703628,0.793375031,0.479358569,0.569380712,0.796030392,0.979156018,0.681749267,0.769550872,0.916639399,1
ACVR2B,0.341303247,0.228560579,0.342923557,0.238110942,0.272261932,1,0.184144693,0.485411349,0.440458803,0.433663832,0.353216047,0.45605953,0.637938826,0.601037762,0.728484235,0.353658876,0.410709544,0.733605896,0.317043215,0.62541462,0.59880652,0.453629915,0.678502701
ACVRL1,0.237386916,1,0.529710911,0.172298147,0.385517612,0.331462462,0.101753729,0.158920005,0.144511956,0.435441081,0.118148908,0.23376261,0.202560028,0.213721859,0.175041521,0.173660749,0.119092418,0.164829135,0.171073906,0.168859595,0.179556577,0.18997858,0.231264737
ACY1,0.434313929,0.355616257,1,0.709592259,0.587582145,0.67391816,0.50423298,0.763659591,0.77950792,0.348492477,0.688126814,0.801417066,0.901119267,0.98036563,0.906188101,0.669455123,0.589987549,0.775779321,0.77139333,0.56638323,0.831802954,0.702953092,0.554263587
ADA,0.974540438,0.446290319,0.919015502,0.672260804,0.866684865,0.919910589,0.702197146,0.781099179,0.770783774,0.885901078,0.373343115,0.72995542,0.790183158,0.639178122,0.720392771,1,0.460751413,0.817708264,0.490047784,0.850299526,0.40936783,0.763425688,0.828737226
ADA2,0.351620065,0.354520729,0.192755453,1,0.321462755,0.599211629,0.319321909,0.43218508,0.1234381,0.067047092,0.197461231,0.442895154,0.447266787,0.402564653,0.211264548,0.239303645,0.367626893,0.444947699,0.363410606,0.344347729,0.165720846,0.236414481,0.359539254
ADAM10,0.342706887,1,0.703017443,0.402295554,0.419633846,0.424039158,0.41197412,0.330103649,0.365053734,0.939489281,0.34820799,0.680632371,0.550727855,0.318022212,0.450147526,0.216405785,0.397744286,0.444497748,0.45773278,0.490989354,0.381302719,0.324749996,0.297609502
ADAM12,1,0.21451844,0.363592793,0.270711818,0.85240235,0.422143628,0.420511157,0.468141665,0.32490469,0.592307201,0.246430555,0.230883396,0.393095832,0.479827698,0.345798505,0.679355367,0.39527103,0.338542987,0.288144081,0.298489553,0.391708572,0.544769998,0.425881581
ADAM15,0.261120684,1,0.527911482,0.251988949,0.28438061,0.094221009,0.457271647,0.421150608,0.98874797,0.708166011,0.417873953,0.354537283,0.552030837,0.435500261,0.358490538,0.244549128,0.401183651,0.269032623,0.353005536,0.311907966,0.290009619,0.320441075,0.304012319
ADAM17,0.74249038,0.469302784,0.403279029,0.553028422,0.842780391,0.802464268,0.535792288,0.361621186,0.631613183,0.384866913,0.549024735,1,0.566246301,0.511326965,0.990281474,0.394110838,0.78680575,0.743649669,0.414553194,0.592045308,0.714786632,0.574663234,0.745313925
ADAM19,0.839442292,0.434536611,0.558955444,0.495267442,0.554533568,0.388300733,0.40290143,0.930787319,0.458127899,0.207873919,0.337693898,0.420230257,0.460297832,0.526023951,0.332477007,0.521000794,1,0.970172618,0.418316627,0.338253006,0.295688074,0.497376625,0.676096136
ADAM22,0.122694338,0.103685761,0.109580679,0.24002821,0.3061994,0.364960232,0.414099165,0.500004923,0.31048833,0.817742258,0.658045591,0.462155938,0.452521502,0.651761117,1,0.733071022,0.351908732,0.650968338,0.588230548,0.427960498,0.871132389,0.618484138,0.549386845
ADAM28,0.508613387,0.307026242,0.459534644,1,0.157180069,0.324477705,0.214139873,0.555010529,0.178800938,0.256345315,0.078139548,0.639138672,0.255571772,0.225698927,0.235673348,0.228891998,0.189601937,0.457139043,0.217894768,0.274748326,0.130787835,0.396880646,0.344736134
ADAM8,0.581785405,0.393006626,0.322464215,0.907731223,0.546159539,0.562571484,0.442686924,0.570764034,0.741858909,0.377635574,0.379662344,0.336481198,0.701223221,0.63156074,0.734630354,0.814777725,0.32217369,1,0.429320841,0.544935731,0.630515706,0.651425816,0.856010412
ADAM9,0.476485918,0.526250043,0.459675181,0.723284308,0.740087066,0.411318054,0.850312813,0.669104163,0.803523579,0.499764888,0.97259218,0.67977992,0.3690951,0.404307312,0.560869931,0.120774575,1,0.485885191,0.490509305,0.611529441,0.432126939,0.386884795,0.68158437
ADAMTS17,0.353475107,0.281324384,0.500896467,0.819251662,0.502652935,0.703082422,0.404101654,0.487810146,0.596919732,0.560018546,0.275491047,1,0.645929423,0.849758473,0.993758933,0.573804927,0.338099483,0.851363073,0.52539295,0.585550952,0.860817734,0.688012756,0.679279696
ADAMTS5,0.597608621,0.871967001,0.538658035,0.264607729,0.577349775,0.041668886,0.267903827,0.902752441,0.57284956,0.465798859,0.343676185,0.308314281,0.570445271,0.926342151,0.61695154,0.573769601,0.584006091,1,0.547420153,0.857920407,0.8150983,0.88670445,0.762256884
ADAMTS9,0.316935365,1,0.360959916,0.186453937,0.906579563,0.190406705,0.38666326,0.543409381,0.696251354,0.64222825,0.368687693,0.17004878,0.294508668,0.613304903,0.38742213,0.370346403,0.543773016,0.248025662,0.348787756,0.333250919,0.549202252,0.380041787,0.274499346
ADAR,0.812335729,0.417282397,1,0.477934948,0.59537489,0.382231897,0.49454647,0.677544311,0.426055991,0.384901991,0.463310469,0.213360906,0.389472171,0.235134362,0.312745349,0.269320015,0.879095628,0.412722393,0.249729958,0.347546631,0.222095848,0.189701779,0.298828558
ADCY1,0.248915317,0.558457668,0.454299509,0.285150213,0.577789415,0.689130178,0.409207598,0.558279481,0.779258193,0.674944204,0.291998134,0.382318709,0.41220439,0.763156662,0.49594212,0.372985503,0.50631888,1,0.576896544,0.546193937,0.814302064,0.558232751,0.77070488
ADCY2,0.225480033,0.075687232,0.183440757,0.264448761,0.213188282,0.569408889,0.734612188,0.841869607,0.734565474,0.257856853,0.629804374,0.472230155,0.479281998,0.565304489,1,0.315211902,0.330792978,0.530354651,0.700311837,0.694305021,0.934594572,0.878399255,0.572989549
ADCY3,0.366343298,0.458005282,0.272124219,0.305859667,1,0.510546131,0.236224813,0.309737497,0.363182001,0.297790737,0.231353862,0.413592669,0.420364852,0.377118657,0.363890316,0.187892279,0.275925175,0.270765306,0.404669861,0.272539361,0.449543598,0.389369605,0.326185022
ADCY5,0.101539853,0.408699287,0.412415313,0.290270546,0.610563384,0.228250053,0.4028737,0.534938124,0.363734978,0.395645174,0.389556932,0.407447181,0.759868679,0.80247453,0.505311699,1,0.27877253,0.620012359,0.600816989,0.573576433,0.257622306,0.567975053,0.59042987
ADCY7,0.401195547,0.205466282,0.131001713,1,0.304390275,0.333170809,0.187688275,0.366100602,0.274615905,0.17225259,0.072731495,0.142455796,0.311748538,0.292550643,0.382095214,0.380786511,0.262480766,0.466419446,0.263278793,0.262538992,0.234524592,0.301180809,0.548262402
ADCY8,0.254937541,0.140234877,0.124760992,0.200914456,0.115646037,0.056372938,0.527672437,0.630698907,1,0.297271406,0.488587998,0.367033103,0.221699852,0.291018372,0.388827108,0.303554278,0.254194369,0.57855481,0.213287043,0.323856227,0.336598274,0.497340571,0.508394196
ADCY9,0.291448925,0.256705615,0.79509024,0.384537774,0.682176444,1,0.269596338,0.80617485,0.74506292,0.603588499,0.690401411,0.465186687,0.534460498,0.468529151,0.61239045,0.137699182,0.611980551,0.834746233,0.640846831,0.508260142,0.571913085,0.694849216,0.652316784
ADD1,0.30826963,1,0.409108981,0.359644031,0.577507818,0.319338775,0.450581058,0.491380157,0.448719008,0.358507507,0.608554308,0.651322763,0.526252219,0.427424672,0.55752359,0.479012316,0.410632708,0.355835207,0.565205369,0.602629851,0.635406467,0.41763351,0.519500267
ADD2,0.34322764,0.227423503,0.580360866,0.641883718,0.332092903,0.450310173,0.519705366,0.602631853,0.497005121,0.640864147,0.545895583,0.607736553,0.726229144,0.710572559,0.914069014,0.573865856,0.806806203,0.641172911,0.536947864,0.363860462,1,0.793907,0.894460789
ADD3,0.436779677,0.345146927,0.295470666,0.294037069,0.477610148,0.311483804,0.431171499,0.455477633,0.325526403,0.575335317,0.610007885,0.325643281,0.390089491,0.467313656,0.470933295,0.365543485,0.282997499,0.884619949,1,0.793769346,0.388964702,0.471803664,0.506925245
ADGRA2,0.609287375,0.872999725,0.48939713,0.163881756,1,0.508913042,0.09688185,0.41860628,0.172302821,0.114813326,0.077572898,0.285322363,0.159906726,0.263580201,0.352108025,0.175431484,0.218229869,0.378825777,0.147947081,0.221845665,0.187163428,0.330169355,0.325482211
ADGRA3,0.390087393,0.260516532,0.471413823,0.335780995,0.246550177,0.630104551,0.436377148,0.821506248,0.758068401,0.589258703,0.956981567,0.88568217,0.67542011,0.5239764,0.678983911,1,0.538260454,0.799205138,0.373609942,0.67803074,0.425436433,0.656920719,0.924018869
ADGRE1,0.489372702,0.860471404,0.506016664,0.618071901,0.477973365,0.307964701,0.124045674,0.538816256,0.392393054,1,0.212413122,0.519962996,0.544919853,0.615436079,0.349410349,0.186808859,0.438473784,0.609886224,0.630628691,0.407861821,0.972063481,0.469729378,0.499196629
ADGRE2,0.249369666,0.049837239,0.406390832,1,0.224131003,0.717827515,0.27987175,0.486803326,0.271026508,0.332479472,0.195179932,0.356437972,0.410398321,0.526220004,0.274754949,0.346434223,0.256426584,0.492117582,0.394581753,0.248559217,0.23551717,0.279623057,0.417731711
ADGRE5,0.564811627,0.469927306,0.791645793,0.756229955,0.653055536,1,0.481124683,0.221354092,0.348881216,0.595189727,0.82892709,0.495819963,0.444620029,0.526981252,0.301219119,0.124734596,0.42079017,0.711782064,0.493193423,0.433139419,0.284685499,0.401990117,0.435207649
ADGRF1,0.560902124,0.209866624,0.181757044,0.250561903,0.477492793,0.105607377,0.634932154,0.476989764,0.418721247,0.089424024,0.24725823,0.415567243,0.425555972,1,0.362314093,0.818566329,0.3479468,0.646664904,0.504756758,0.46202807,0.564178898,0.494888415,0.592341377
ADGRF3,0.232455856,0.204160631,0.222040931,0.503137627,0.346462227,0.78186233,0.701040102,0.953859036,0.833261794,0.244188885,0.310318782,0.589427385,0.650205635,1,0.620922626,0.659360891,0.472597109,0.721305445,0.532000562,0.491560384,0.517003179,0.686652887,0.845415841
ADGRF5,0.101849415,1,0.292597901,0.083538345,0.384843773,0.176653169,0.061699096,0.129235361,0.118626658,0.03809818,0.020508348,0.075714536,0.101330589,0.082205106,0.086121539,0.081370775,0.067260678,0.140819048,0.116657698,0.119151012,0.105019566,0.113710493,0.070463199
ADGRG1,0.092123382,0.307537348,0.26220508,0.351594326,0.140838391,0.408748758,0.494696509,0.335759381,0.261705809,0.249517815,0.634860758,0.197036071,0.676043115,0.621407496,1,0.363853831,0.76909232,0.221095439,0.468958905,0.750088754,0.716398308,0.675292891,0.461929617
ADGRG3,0.142807476,0.136993846,0.293263137,0.275226916,0.180545577,0.346740323,0.386719619,0.482731742,0.269388131,0.463086003,0.132055206,1,0.365092225,0.390892994,0.365606118,0.371865153,0.299545773,0.441993401,0.304957093,0.377546919,0.35891383,0.299884954,0.530839113
ADGRG5,0.55405646,0.099469203,0.336589551,0.550822601,0.353661736,1,0.436707498,0.828036735,0.664524695,0.122027906,0.178490332,0.432063602,0.239948127,0.84723603,0.517924083,0.586323323,0.365266769,0.739452324,0.746879509,0.519080131,0.581889208,0.58435294,0.728561221
ADGRG6,0.708194604,0.465709739,0.604389593,0.771543834,0.179867594,1,0.473857491,0.465469053,0.585750978,0.67009699,0.209699126,0.712997929,0.553849114,0.729488843,0.491981177,0.382312106,0.351396515,0.301941002,0.492472117,0.400965232,0.671625615,0.669978446,0.633383231
ADGRL1,0.159160558,0.354122517,0.57923251,0.325671242,0.524347014,0.760541704,0.522827447,0.495685439,0.777603965,0.521254858,0.787701675,0.535586341,0.800033907,0.479187345,0.841208829,0.85611257,0.705510827,0.503308422,0.61605623,0.655723648,0.918949496,1,0.312524821
ADGRL2,0.114723188,1,0.452057138,0.088263948,0.340390517,0.1525452,0.238412542,0.162752053,0.241887282,0.0827726,0.088762963,0.141452285,0.085935685,0.181013886,0.107193442,0.06269477,0.328054861,0.175091868,0.229864781,0.14949601,0.227353473,0.109216739,0.251739733
ADGRL3,0.059135391,0.134848934,0.370593644,0.216532282,0.301655298,0.397080834,0.327652419,0.258552529,0.227775245,0.834065934,1,0.299685771,0.710858764,0.554433493,0.664139428,0.282094015,0.331558451,0.345199011,0.428728505,0.665871461,0.600347489,0.541818306,0.5783837
ADGRL4,0.077041814,1,0.655985199,0.036683913,0.133531819,0.158971683,0.133627238,0.179804686,0.080112894,0.313441957,0.053143746,0.024343279,0.103750431,0.148304139,0.100547681,0.30538349,0.116046969,0.111539719,0.156138775,0.073726794,0.052579736,0.147714943,0.124109329
ADGRV1,0.306408201,0.068791475,0.093385137,0.259493427,0.24098,0.172679381,0.362837862,0.562070862,0.282497648,0.274937478,0.596548832,0.335758686,0.979720609,0.624685949,0.631711706,0.342154198,0.56424606,0.33859704,0.455931221,1,0.912399826,0.247881127,0.595572618
ADH1A,0.300963978,0.019600647,0.517083399,0.257879481,0.306290003,0.60951613,0.581707637,0.508382193,0.290746354,0.949866237,0.115350494,0.611527351,0.126064285,0.693523991,0.393950841,0.284512198,0.174398997,1,0.559051447,0.511872934,0.518365917,0.623188868,0.521759007
ADH1B,0.215509366,0.582438751,0.249990829,0.322327705,0.617274099,1,0.627035755,0.764500911,0.24751657,0.324452361,0.411242104,0.288128316,0.356971299,0.722450314,0.538089227,0,0.385630341,0.590642164,0.994191563,0.351939284,0.710614518,0.428811227,0.766501281
ADH1C,0.378511283,0.12710715,0.495628933,0.486802842,0.3520557,0.90745388,0.62596098,1,0.387198802,0.214191904,0.219949952,0.51394828,0.606705638,0.856278608,0.769315653,0.857736089,0.433841955,0.502147394,0.525990281,0.773785846,0.482646881,0.798281967,0.949708278
ADH4,0.429072834,0.101094113,0.501260401,0.324299708,0.266251979,0.526485547,0.798857595,0.389892282,0.198451822,0.752460072,0.242160551,0.71899537,0.362178059,0.726822917,0.500373958,0,0.169309301,0.968876284,0.461777057,0.377062701,1,0.305968443,0.934207806
ADH5,0.186516563,0.296024638,0.294069261,0.311108457,0.410365157,0.326000259,0.203364032,0.525306274,0.512049616,0.212986225,0.3694998,0.830459945,0.206978021,0.482860876,0.542539763,0.471526141,0.512638087,0.531805447,0.223099113,0.588970879,0.440184998,0.454573138,1
ADH6,0.480558667,0.276570914,0.51590195,0.283200866,0.443010663,0.2852221,0.524343258,0.59483995,0.256054671,0.323898115,0.219619995,1,0.691218506,0.954443695,0.630398525,0.984113774,0.36920777,0.452486598,0.450682404,0.757143171,0.795366062,0.698278956,0.803115294
ADIPOQ,0.286975132,0.243517302,0.1624855,0.356153722,0.21350749,0.397602647,0.370896219,0.459164316,0.382607256,0.383828967,0.174921256,0.237567044,0.341301026,0.383030429,0.524290588,1,0.451702984,0.183767573,0.324442708,0.432397231,0.703259714,0.497663783,0.369226868
ADIPOR1,0.564282126,0.438629708,0.978196809,0.613308936,0.31693591,0.411093616,0.924500845,0.297666527,0.913376807,0.715811939,0.356987033,0.632645166,0.427752706,0.626552667,0.439199538,0.852665359,0.582545178,1,0.812199744,0.6762865,0.412428191,0.470087847,0.823056667
ADIPOR2,0.192999218,1,0.345626338,0.140139612,0.298438943,0.362882665,0.229020953,0.135022016,0.168717932,0.145681365,0.203879659,0.506290002,0.150575835,0.352628606,0.266760273,0.510537799,0.184918955,0.252056477,0.242002753,0.271904392,0.321162744,0.274529638,0.191452663
ADIRF,0.176557064,0.6423001,0.309113866,0.298075544,1,0.296993383,0.448697928,0.261281191,0.334398275,0.801193962,0.623688158,0.249585601,0.333896277,0.336358803,0.341464373,0.045503152,0.212478717,0.528044673,0.646954354,0.51306473,0.282461395,0.296978725,0.292834791
ADM,0.064426567,1,0.266763758,0.169088674,0.333616508,0.292566794,0.097245257,0.140069386,0.210636007,0.147685069,0.134418278,0.181882243,0.15276451,0.13548014,0.146625468,0.083392426,0.120153101,0.140710304,0.140227091,0.164168625,0.13207387,0.184782915,0.147592246
ADM2,0.612379045,0.362042797,0.557208609,0.560904012,0.378702239,0.358265631,0.672545903,1,0.422984957,0.852629864,0.223367496,0.466648021,0.616589436,0.757192769,0.652744309,0.303837247,0.483171339,0.992253009,0.304479921,0.547249627,0.691126678,0.564330654,0.580060662
ADNP2,0.474062849,0.523632372,0.526985141,0.470580233,0.400931419,0.64601048,0.631969745,0.726061972,0.756026673,0.4356852,0.497375413,0.441638962,0.722641791,0.544592369,0.37399104,0.498051731,0.678051845,1,0.447918625,0.579370711,0.59559844,0.590155225,0.666182466
ADORA1,0.566344132,0.382067992,0.335941738,0.3885811,0.228724401,0.346468806,0.865382327,0.795414938,0.675974845,0.927419287,0.71833294,0.989201058,0.634510331,0.494001127,0.766036676,1,0.819278782,0.694136908,0.665776546,0.508326232,0.486405531,0.49016676,0.774340596
ADORA2A,0.470468884,0.640442244,0.398806816,0.474300243,0.873037153,0.958515303,0.570798823,0.834274078,0.553044382,0.483560508,0.207030447,0.681303805,0.533697694,0.628267368,0.552197853,0.671714072,0.579682549,1,0.721981483,0.456378834,0.196935437,0.479137927,0.784179348
ADORA2B,0.370112926,0.401439661,0.611342109,0.3228852,0.955497604,0.499776148,0.25718178,1,0.830235498,0.566022829,0.304546814,0.643615622,0.53731288,0.405647974,0.661485505,0.369247153,0.444881676,0.499853461,0.481295985,0.522161743,0.468688219,0.609012833,0.930877056
ADPGK,0.400010186,0.210383328,0.118049947,1,0.287246404,0.409387597,0.139407105,0.213037632,0.340553923,0.258504758,0.221141049,0.209122565,0.493002146,0.354936927,0.331362306,0.613182269,0.528392765,0.727199976,0.455077851,0.29144214,0.540376988,0.406729653,0.5890164
ADPRM,0.753782503,0.207785737,0.245705107,0.434730284,0.409125609,0.829043764,0.285517289,1,0.512729396,0.273457041,0.352157806,0.568587595,0.513003777,0.582469993,0.484543178,0.663276746,0.419058288,0.360429811,0.348837021,0.599593166,0.599269327,0.338381696,0.488156341
ADRA1A,0.266440519,0.208050219,0.13768162,0.235076668,0.174398469,0.935705237,0.092172364,1,0.657098626,0.316146112,0.938255253,0.261341106,0.463458237,0.497188246,0.634788727,0.084851178,0.469107809,0.753407556,0.375595041,0.417298677,0.545122708,0.543230423,0.675116552
